old_identifier	proposed_identifier	occurrences	files	category	action	clusters
prec_X_mul_affine_sturmDerangementsExc	strictInterl_X_mul_affine_sturmDerangementsExc	2	1	lean_declaration	manual_semantic_rename	CombinatorialExamples
prec_X_mul_derivative_X_mul_self_of_splits_nonneg	strictInterl_X_mul_derivative_X_mul_self_of_splits_nonneg	3	2	tactic_declaration	manual_alias_then_migrate	Tactic
prec_X_mul_lowerTerm_sturmDerangementsExc	strictInterl_X_mul_lowerTerm_sturmDerangementsExc	2	1	lean_declaration	manual_semantic_rename	CombinatorialExamples
prec_X_mul_recurrenceSummands_sturmDerangementsExc	strictInterl_X_mul_recurrenceSummands_sturmDerangementsExc	1	1	lean_declaration	manual_semantic_rename	CombinatorialExamples
prec_X_pow_mul_both_of_prec_nonneg	strictInterl_X_pow_mul_both_of_strictInterl_nonneg	2	1	lean_declaration	manual_semantic_rename	LinearPowerFamily.lean
prec_X_pow_mul_X_pow_succ_of_reverse_prec_nonneg	strictInterl_X_pow_mul_X_pow_succ_of_reverse_strictInterl_nonneg	2	2	tactic_declaration	manual_alias_then_migrate	LinearPowerFamily.lean,Tactic
prec_X_pow_succ	strictInterl_X_pow_succ	2	1	lean_declaration	manual_semantic_rename	LinearPowerFamily.lean
prec_X_X_mul_X_sub_C	strictInterl_X_X_mul_X_sub_C	7	1	lean_declaration	manual_semantic_rename	CommonInterleaver
prec_zipWith_sum_pair_of_2x2	strictInterl_zipWith_sum_pair_of_2x2	5	3	lean_declaration	manual_semantic_rename	GeneralizedSnakePosets,MatrixInterlacing
precede	precede	18	13	lexical_false_positive	keep_unchanged	ClassicalHurwitzMatrix,CombinatorialExamples,GarloffWagner,ParkingFunctions,Tactic,WagnerLeftSum.lean,WagnerRightSum,WagnerRightSum.lean,WangYeh
precedence	precedence	1	1	lexical_false_positive	keep_unchanged	Tactic
precedes	precedes	57	34	lexical_false_positive	keep_unchanged	Applications,BrandenVecchi,ClassicalHurwitzMatrix,CombinatorialExamples,Compatibility,Derivative,EulerOperator,EulerianCompletion,GarloffWagner,Interlacing,IteratedDerivativeShift.lean,PFPolynomial,PartialSumStep.lean,PosCombo.lean,Tactic,ThresholdMatrix,Transforms,UpperDerivativeInterlace.lean,WagnerLeftSum.lean,WagnerRightSum.lean,WagnerX,WeightedSum.lean
Preceding	Preceding	2	2	lexical_false_positive	keep_unchanged	Applications
preceding	preceding	53	27	lexical_false_positive	keep_unchanged	AffineFamily.lean,Applications,BrandenLeite,BrandenVecchi,Favard,GarloffWagner,GeneralizedSnakePosets,JacobiParameterInterlacing.lean,Mathlib,NarayanaTransformation,PFPolynomial,ParkingFunctions,PartialSymmetrization.lean,RootCounting,Transforms,UnitIntervalGraph,WagnerRightSum
precFPolynomialTransport	strictInterlFPolynomialTransport	6	3	tactic_declaration	manual_alias_then_migrate	BrandenLeite,SymmetricDecomposition,Tactic
precFPolynomialTransport_of_minimal	strictInterlFPolynomialTransport_of_minimal	2	1	lean_declaration	manual_semantic_rename	SymmetricDecomposition
precFPolynomialTransportMinimal	strictInterlFPolynomialTransportMinimal	2	1	lean_declaration	manual_semantic_rename	SymmetricDecomposition
precFPolynomialTransportMinimalStatement	strictInterlFPolynomialTransportMinimalStatement	3	1	statement_scaffold	manual_semantic_rename	SymmetricDecomposition
precFPolynomialTransportStatement	strictInterlFPolynomialTransportStatement	4	1	statement_scaffold	manual_semantic_rename	SymmetricDecomposition
precise	precise	6	5	lexical_false_positive	keep_unchanged	BooleanSwapOrbit.lean,BorceaBranden,CommonInterleaver,Hadamard
precisely	precisely	19	18	lexical_false_positive	keep_unchanged	ASWCubicDegreeThree.lean,Apolarity.lean,Applications,BrandenLeite,CombinatorialExamples,Compatibility,Favard,Mathlib,MatrixInterlacing,MultiplierSequence,ParkingFunctions,UnitIntervalGraph
precision	precision	1	1	lexical_false_positive	keep_unchanged	RootContinuity.lean
precLeftShiftedSlot	strictInterlLeftShiftedSlot	2	1	lean_declaration	manual_semantic_rename	CommonInterleaver
PrecLeftShiftedSlotStatement	StrictInterlLeftShiftedSlotStatement	3	1	statement_scaffold	manual_semantic_rename	CommonInterleaver
precomposing	precomposing	2	2	lexical_false_positive	keep_unchanged	BorceaBranden
Precomposition	Precomposition	1	1	lexical_false_positive	keep_unchanged	MultiplierSequence
precomposition	precomposition	1	1	lexical_false_positive	keep_unchanged	MultiplierSequence
preconnected	preconnected	2	1	lexical_false_positive	keep_unchanged	Mathlib
precOrRevPrecRegularized	strictInterlOrReverseRegularized	3	2	reference_or_local	migrate_with_declaration_owner	ObreschkoffConverse
PrecToReverseFullyInterlacingPairStatement	StrictInterlToReverseFullyInterlacingPairStatement	3	1	statement_scaffold	manual_semantic_rename	VeroneseSection.lean
precursor	precursor	4	1	lexical_false_positive	keep_unchanged	Applications
projectiveRegularizedChow_prec0_succ	projectiveRegularizedChow_interl_succ	3	2	lean_declaration	manual_semantic_rename	BrandenVecchi
rationalRodRows_pf_and_prec0	rationalRodRows_pf_and_interl	4	2	lean_declaration	manual_semantic_rename	BrandenLeite
reciprocalShift_reverses_prec	reciprocalShift_reverses_strictInterl	10	7	lean_declaration	manual_semantic_rename	Applications,BrandenVecchi,EulerOperator,ParkingFunctions,ReciprocalShift
reduced_prec	reduced_strictInterl	3	2	tactic_reference	migrate_with_tactic_owner	Tactic
reflect_reverses_prec0_of_pf	reflect_reverses_interl_of_pf	3	1	lean_declaration	manual_semantic_rename	BrandenVecchi
regularized_prec_no_common	regularized_strictInterl_no_common	2	1	lean_declaration	manual_semantic_rename	EulerianMixedCompatibility.lean
residual_prec	residual_strictInterl	3	3	tactic_reference	migrate_with_tactic_owner	Tactic
resolvedChowCombination_endpoint_prec0	resolvedChowCombination_endpoint_interl	4	2	lean_declaration	manual_semantic_rename	BrandenVecchi
resolvedChowCombination_endpoint_prec_of_ne	resolvedChowCombination_endpoint_strictInterl_of_ne	1	1	lean_declaration	manual_semantic_rename	BrandenVecchi
reverse_prec	reverse_strictInterl	3	2	tactic_reference	migrate_with_tactic_owner	Tactic
reverseHermiteTransform_prec0_of_weightedSum_right	reverseHermiteTransform_interl_of_weightedSum_right	2	1	lean_declaration	manual_semantic_rename	Transforms
reverseHermiteTransform_prec_to_prec0	reverseHermiteTransform_strictInterl_to_interl	1	1	lean_declaration	manual_semantic_rename	Transforms
reverseHermiteTransform_preserves_pf_and_prec0	reverseHermiteTransform_preserves_pf_and_interl	3	1	lean_declaration	manual_semantic_rename	Transforms
reverseHermiteTransform_preserves_prec0	reverseHermiteTransform_preserves_interl	2	1	lean_declaration	manual_semantic_rename	Transforms
revPrec_of_prec_or_revPrec_of_root_asymmetry	reverseStrictInterl_of_strictInterl_or_reverse_of_root_asymmetry	3	3	lean_declaration	manual_semantic_rename	AffineFamily,FolkloreLemma.lean,PosCombo.lean
right_eq_zero_or_splits_of_prec	right_eq_zero_or_splits_of_strictInterl	3	2	tactic_declaration	manual_alias_then_migrate	SequenceClosure.lean,Tactic
right_isRealRooted_of_prec	right_isRealRooted_of_strictInterl	8	2	tactic_declaration	manual_alias_then_migrate	SequenceClosure.lean,Tactic
right_isRealRooted_of_prec_sequence	right_isRealRooted_of_strictInterl_sequence	10	2	tactic_declaration	manual_alias_then_migrate	SequenceClosure.lean,Tactic
right_ne_zero_of_prec	right_ne_zero_of_strictInterl	12	6	tactic_declaration	manual_alias_then_migrate	ProductSequence,SequenceClosure.lean,Tactic
right_splits_of_prec	right_splits_of_strictInterl	9	7	tactic_declaration	manual_alias_then_migrate	LinearPowerFamily.lean,SequenceClosure.lean,Tactic
rightZeroDivX_package_of_prec_of_hasNonnegCoeffs_coeff_zero	rightZeroDivX_package_of_strictInterl_of_hasNonnegCoeffs_coeff_zero	5	1	lean_declaration	manual_semantic_rename	DegreeDropDivXPrec.lean
rightZeroDivX_prec0_of_prec_of_hasNonnegCoeffs_coeff_zero	rightZeroDivX_interl_of_strictInterl_of_hasNonnegCoeffs_coeff_zero	1	1	lean_declaration	manual_semantic_rename	DegreeDropDivXPrec.lean
rightZeroDivX_realRooted_of_prec_of_hasNonnegCoeffs_coeff_zero	rightZeroDivX_realRooted_of_strictInterl_of_hasNonnegCoeffs_coeff_zero	1	1	lean_declaration	manual_semantic_rename	DegreeDropDivXPrec.lean
rightZeroDivX_roots_nonpos_of_prec_of_hasNonnegCoeffs_coeff_zero	rightZeroDivX_roots_nonpos_of_strictInterl_of_hasNonnegCoeffs_coeff_zero	1	1	lean_declaration	manual_semantic_rename	DegreeDropDivXPrec.lean
rightZeroDivX_zero_mem_roots_of_prec_of_hasNonnegCoeffs_coeff_zero	rightZeroDivX_zero_mem_roots_of_strictInterl_of_hasNonnegCoeffs_coeff_zero	1	1	lean_declaration	manual_semantic_rename	DegreeDropDivXPrec.lean
risingFactorialStep_pf_shiftPrec	risingFactorialStep_pf_shiftStrictInterl	2	2	lean_declaration	manual_semantic_rename	NarayanaTransformation
root_lt_rightmost_of_prec_sameDegree_no_common	root_lt_rightmost_of_strictInterl_sameDegree_no_common	2	1	lean_declaration	manual_semantic_rename	ObreschkoffConverse
rootCountAboveOriented_of_prec	rootCountAboveOriented_of_strictInterl	4	2	lean_declaration	manual_semantic_rename	FiniteFreeRootCount.lean,LiuOppositeSigns
rootMultiplicity_bounds_of_prec	StrictInterl.rootMultiplicity_bounds	1	1	deprecated_compatibility	use_canonical_keep_wrapper	Basic
rootMultiplicity_sub_one_le_of_prec_right	rootMultiplicity_sub_one_le_of_strictInterl_right	3	1	lean_declaration	manual_semantic_rename	GarloffWagner
roots_le_of_prec_of_left_roots_lt_of_right_root	roots_le_of_strictInterl_of_left_roots_lt_of_right_root	2	1	lean_declaration	manual_semantic_rename	BrandenVecchi
roots_le_of_prec_right	StrictInterl.roots_le_of_right	1	1	deprecated_compatibility	use_canonical_keep_wrapper	Basic
roots_neg_of_prec_sameDegree_of_roots_neg	roots_neg_of_strictInterl_sameDegree_of_roots_neg	3	3	lean_declaration	manual_semantic_rename	ClassicalHurwitzMatrix,Interlacing,LiuWangBenchmark.lean
roots_nonpos_of_prec_sameDegree_of_zero_root_of_left_roots_neg	roots_nonpos_of_strictInterl_sameDegree_of_zero_root_of_left_roots_neg	2	2	lean_declaration	manual_semantic_rename	ClassicalHurwitzMatrix,Interlacing
roots_sum_le_of_prec_sameDegree	StrictInterl.roots_sum_le_of_sameDegree	1	1	deprecated_compatibility	use_canonical_keep_wrapper	Basic
rPolynomial_exceptional_prec	rPolynomial_exceptional_strictInterl	5	2	lean_declaration	manual_semantic_rename	ParkingFunctions
rPolynomial_finite_prec_of_lt	rPolynomial_finite_strictInterl_of_lt	2	1	lean_declaration	manual_semantic_rename	ParkingFunctions
rPolynomial_prec_rPolynomial_of_lt	rPolynomial_strictInterl_rPolynomial_of_lt	2	2	lean_declaration	manual_semantic_rename	ParkingFunctions
rr_base_prec	rr_base_strict_interl	15	5	tactic_reference	migrate_with_tactic_owner	Tactic
rr_bezout_pos_def_of_strict_prec_same_degree	rr_bezout_pos_def_of_strict_interl_same_degree	4	2	tactic_reference	migrate_with_tactic_owner	Tactic
rr_bezout_pos_def_of_strict_prec_same_degree_named	rr_bezout_pos_def_of_strict_interl_same_degree_named	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_bezout_prec_of_pos_def	rr_bezout_strict_interl_of_pos_def	3	2	tactic_reference	migrate_with_tactic_owner	Tactic
rr_bezout_prec_of_pos_def_named	rr_bezout_strict_interl_of_pos_def_named	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_bezout_sequence_pos_def_of_strict_prec_same_degree	rr_bezout_sequence_pos_def_of_strict_interl_same_degree	3	2	tactic_reference	migrate_with_tactic_owner	Tactic
rr_bezout_sequence_pos_def_of_strict_prec_same_degree_named	rr_bezout_sequence_pos_def_of_strict_interl_same_degree_named	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_bezout_sequence_prec_of_pos_def	rr_bezout_sequence_strict_interl_of_pos_def	3	2	tactic_reference	migrate_with_tactic_owner	Tactic
rr_bezout_sequence_prec_of_pos_def_named	rr_bezout_sequence_strict_interl_of_pos_def_named	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_bezout_sequence_strict_prec_same_degree_of_pos_def	rr_bezout_sequence_strict_interl_same_degree_of_pos_def	3	2	tactic_reference	migrate_with_tactic_owner	Tactic
rr_bezout_sequence_strict_prec_same_degree_of_pos_def_named	rr_bezout_sequence_strict_interl_same_degree_of_pos_def_named	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_bezout_strict_prec_same_degree_iff	rr_bezout_strict_interl_same_degree_iff	3	2	tactic_reference	migrate_with_tactic_owner	Tactic
rr_bezout_strict_prec_same_degree_iff_named	rr_bezout_strict_interl_same_degree_iff_named	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_bezout_strict_prec_same_degree_of_pos_def	rr_bezout_strict_interl_same_degree_of_pos_def	3	2	tactic_reference	migrate_with_tactic_owner	Tactic
rr_bezout_strict_prec_same_degree_of_pos_def_named	rr_bezout_strict_interl_same_degree_of_pos_def_named	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_derivative_prec	rr_derivative_strict_interl	6	2	tactic_reference	migrate_with_tactic_owner	Tactic
rr_derivative_prec_auto	rr_derivative_strict_interl_auto	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_derivative_prec_named	rr_derivative_strict_interl_named	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_derivative_sequence_prec	rr_derivative_sequence_strict_interl	5	4	tactic_reference	migrate_with_tactic_owner	Tactic
rr_derivative_sequence_prec_named	rr_derivative_sequence_strict_interl_named	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_exact_pf_prec0_sequence_or_projection	rr_exact_pf_interl_sequence_or_projection	6	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_finish_sequence_prec	rr_finish_sequence_strict_interl	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_finish_sequence_prec_degree	rr_finish_sequence_strict_interl_degree	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_finish_using_prec0	rr_finish_using_interl	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_fPolynomial_prec	rr_fPolynomial_strict_interl	3	2	tactic_reference	migrate_with_tactic_owner	Tactic
rr_fPolynomial_prec_iff	rr_fPolynomial_strict_interl_iff	3	2	tactic_reference	migrate_with_tactic_owner	Tactic
rr_fPolynomial_prec_iff_named	rr_fPolynomial_strict_interl_iff_named	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_fPolynomial_prec_named	rr_fPolynomial_strict_interl_named	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_fPolynomial_sequence_prec	rr_fPolynomial_sequence_strict_interl	5	4	tactic_reference	migrate_with_tactic_owner	Tactic
rr_fPolynomial_sequence_prec_named	rr_fPolynomial_sequence_strict_interl_named	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_hadamard_pf_prec0	rr_hadamard_pf_interl	6	2	tactic_reference	migrate_with_tactic_owner	Tactic
rr_hadamard_pf_prec0_named	rr_hadamard_pf_interl_named	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_hadamard_prec0	rr_hadamard_interl	3	2	tactic_reference	migrate_with_tactic_owner	Tactic
rr_hadamard_prec0_named	rr_hadamard_interl_named	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_hadamard_sequence_prec0	rr_hadamard_sequence_interl	5	4	tactic_reference	migrate_with_tactic_owner	Tactic
rr_hadamard_sequence_prec0_named	rr_hadamard_sequence_interl_named	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_hermite_biehler_prec	rr_hermite_biehler_strict_interl	3	2	tactic_reference	migrate_with_tactic_owner	Tactic
rr_hermite_biehler_prec_named	rr_hermite_biehler_strict_interl_named	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_hermite_biehler_prec_sequence	rr_hermite_biehler_strict_interl_sequence	3	2	tactic_reference	migrate_with_tactic_owner	Tactic
rr_hermite_biehler_prec_sequence_named	rr_hermite_biehler_strict_interl_sequence_named	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_interlacingSeq0_prec0	rr_interlacingSeq0_interl	3	2	tactic_reference	migrate_with_tactic_owner	Tactic
rr_interlacingSeq0_prec0_named	rr_interlacingSeq0_interl_named	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_interlacingSeq_prec	rr_interlacingSeq_strict_interl	3	2	tactic_reference	migrate_with_tactic_owner	Tactic
rr_interlacingSeq_prec_named	rr_interlacingSeq_strict_interl_named	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_iterateTDeriv_prec_succ	rr_iterateTDeriv_strict_interl_succ	3	2	tactic_reference	migrate_with_tactic_owner	Tactic
rr_iterateTDeriv_prec_succ_named	rr_iterateTDeriv_strict_interl_succ_named	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_iterateTDeriv_sequence_prec_succ	rr_iterateTDeriv_sequence_strict_interl_succ	5	4	tactic_reference	migrate_with_tactic_owner	Tactic
rr_iterateTDeriv_sequence_prec_succ_named	rr_iterateTDeriv_sequence_strict_interl_succ_named	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_iterateThetaPlusOne_prec0	rr_iterateThetaPlusOne_interl	3	2	tactic_reference	migrate_with_tactic_owner	Tactic
rr_iterateThetaPlusOne_prec0_named	rr_iterateThetaPlusOne_interl_named	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_iterateThetaPlusOne_sequence_prec0	rr_iterateThetaPlusOne_sequence_interl	5	4	tactic_reference	migrate_with_tactic_owner	Tactic
rr_iterateThetaPlusOne_sequence_prec0_named	rr_iterateThetaPlusOne_sequence_interl_named	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_model_lag_one_pf_prec0_sequence	rr_model_lag_one_pf_interl_sequence	8	2	tactic_reference	migrate_with_tactic_owner	Tactic
rr_model_lag_one_pf_prec0_sequence_named	rr_model_lag_one_pf_interl_sequence_named	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_model_lag_one_pf_prec0_sequence_update_inferred	rr_model_lag_one_pf_interl_sequence_update_inferred	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_model_lag_three_pf_prec0_sequence	rr_model_lag_three_pf_interl_sequence	7	2	tactic_reference	migrate_with_tactic_owner	Tactic
rr_model_lag_three_pf_prec0_sequence_named	rr_model_lag_three_pf_interl_sequence_named	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_model_lag_three_pf_prec0_sequence_update_inferred	rr_model_lag_three_pf_interl_sequence_update_inferred	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_model_lag_two_pf_prec0_sequence	rr_model_lag_two_pf_interl_sequence	8	2	tactic_reference	migrate_with_tactic_owner	Tactic
rr_model_lag_two_pf_prec0_sequence_named	rr_model_lag_two_pf_interl_sequence_named	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_model_lag_two_pf_prec0_sequence_update_inferred	rr_model_lag_two_pf_interl_sequence_update_inferred	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_narayana_polynomial_prec_succ	rr_narayana_polynomial_strict_interl_succ	3	2	tactic_reference	migrate_with_tactic_owner	Tactic
rr_narayana_polynomial_prec_succ_named	rr_narayana_polynomial_strict_interl_succ_named	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_of_fPolynomial_prec	rr_of_fPolynomial_strict_interl	3	2	tactic_reference	migrate_with_tactic_owner	Tactic
rr_of_fPolynomial_prec_named	rr_of_fPolynomial_strict_interl_named	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_of_fPolynomial_sequence_prec	rr_of_fPolynomial_sequence_strict_interl	4	3	tactic_reference	migrate_with_tactic_owner	Tactic
rr_of_fPolynomial_sequence_prec_named	rr_of_fPolynomial_sequence_strict_interl_named	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_operator_prec0_sequence_of_preserver	rr_operator_interl_sequence_of_preserver	3	2	tactic_reference	migrate_with_tactic_owner	Tactic
rr_operator_prec0_sequence_of_preserver_named	rr_operator_interl_sequence_of_preserver_named	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_operator_prec0_sequence_up_to_order	rr_operator_interl_sequence_up_to_order	5	4	tactic_reference	migrate_with_tactic_owner	Tactic
rr_operator_prec0_sequence_up_to_order_named	rr_operator_interl_sequence_up_to_order_named	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_operator_prec0_up_to_order	rr_operator_interl_up_to_order	3	2	tactic_reference	migrate_with_tactic_owner	Tactic
rr_operator_prec0_up_to_order_named	rr_operator_interl_up_to_order_named	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_pf_prec0_self	rr_pf_interl_self	3	2	tactic_reference	migrate_with_tactic_owner	Tactic
rr_pf_prec0_self_named	rr_pf_interl_self_named	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_pf_prec0_X_mul_both	rr_pf_interl_X_mul_both	3	2	tactic_reference	migrate_with_tactic_owner	Tactic
rr_pf_prec0_X_mul_both_named	rr_pf_interl_X_mul_both_named	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_pf_sequence_prec0_self	rr_pf_sequence_interl_self	3	2	tactic_reference	migrate_with_tactic_owner	Tactic
rr_pf_sequence_prec0_self_named	rr_pf_sequence_interl_self_named	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_pf_sequence_prec0_X_mul_both	rr_pf_sequence_interl_X_mul_both	3	2	tactic_reference	migrate_with_tactic_owner	Tactic
rr_pf_sequence_prec0_X_mul_both_named	rr_pf_sequence_interl_X_mul_both_named	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_pos_combo_convex_left_common_factor_prec	rr_pos_combo_convex_left_common_factor_strict_interl	3	2	tactic_reference	migrate_with_tactic_owner	Tactic
rr_pos_combo_convex_left_common_factor_prec_named	rr_pos_combo_convex_left_common_factor_strict_interl_named	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_pos_combo_convex_left_prec	rr_pos_combo_convex_left_strict_interl	3	2	tactic_reference	migrate_with_tactic_owner	Tactic
rr_pos_combo_convex_left_prec_named	rr_pos_combo_convex_left_strict_interl_named	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_pos_combo_convex_right_prec	rr_pos_combo_convex_right_strict_interl	3	2	tactic_reference	migrate_with_tactic_owner	Tactic
rr_pos_combo_convex_right_prec_named	rr_pos_combo_convex_right_strict_interl_named	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_pos_combo_nonneg_left_prec	rr_pos_combo_nonneg_left_strict_interl	3	2	tactic_reference	migrate_with_tactic_owner	Tactic
rr_pos_combo_nonneg_left_prec_named	rr_pos_combo_nonneg_left_strict_interl_named	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_pos_combo_nonneg_right_prec	rr_pos_combo_nonneg_right_strict_interl	3	2	tactic_reference	migrate_with_tactic_owner	Tactic
rr_pos_combo_nonneg_right_prec_named	rr_pos_combo_nonneg_right_strict_interl_named	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_pos_combo_of_prec	rr_pos_combo_of_strict_interl	3	2	tactic_reference	migrate_with_tactic_owner	Tactic
rr_pos_combo_of_prec_named	rr_pos_combo_of_strict_interl_named	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_pos_combo_sequence_nonneg_right_prec	rr_pos_combo_sequence_nonneg_right_strict_interl	3	2	tactic_reference	migrate_with_tactic_owner	Tactic
rr_pos_combo_sequence_nonneg_right_prec_named	rr_pos_combo_sequence_nonneg_right_strict_interl_named	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_pos_combo_sequence_of_prec	rr_pos_combo_sequence_of_strict_interl	5	4	tactic_reference	migrate_with_tactic_owner	Tactic
rr_pos_combo_sequence_of_prec_named	rr_pos_combo_sequence_of_strict_interl_named	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_prec	rr_strict_interl	8	2	tactic_reference	migrate_with_tactic_owner	Tactic
rr_prec0	rr_interl	5	2	tactic_reference	migrate_with_tactic_owner	Tactic
rr_prec_affine_derivative	rr_strict_interl_affine_derivative	3	2	tactic_reference	migrate_with_tactic_owner	Tactic
rr_prec_affine_derivative_degree_one	rr_strict_interl_affine_derivative_degree_one	3	2	tactic_reference	migrate_with_tactic_owner	Tactic
rr_prec_affine_derivative_degree_one_named	rr_strict_interl_affine_derivative_degree_one_named	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_prec_affine_derivative_named	rr_strict_interl_affine_derivative_named	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_prec_affine_derivative_nonneg	rr_strict_interl_affine_derivative_nonneg	3	2	tactic_reference	migrate_with_tactic_owner	Tactic
rr_prec_affine_derivative_nonneg_named	rr_strict_interl_affine_derivative_nonneg_named	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_prec_affine_derivative_nonneg_sequence	rr_strict_interl_affine_derivative_nonneg_sequence	5	4	tactic_reference	migrate_with_tactic_owner	Tactic
rr_prec_affine_derivative_nonneg_sequence_named	rr_strict_interl_affine_derivative_nonneg_sequence_named	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_prec_affine_derivative_nonneg_sequence_realrooted	rr_strict_interl_affine_derivative_nonneg_sequence_realrooted	5	4	tactic_reference	migrate_with_tactic_owner	Tactic
rr_prec_affine_derivative_nonneg_sequence_realrooted_named	rr_strict_interl_affine_derivative_nonneg_sequence_realrooted_named	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_prec_affine_derivative_sequence	rr_strict_interl_affine_derivative_sequence	4	3	tactic_reference	migrate_with_tactic_owner	Tactic
rr_prec_affine_derivative_sequence_named	rr_strict_interl_affine_derivative_sequence_named	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_prec_affine_derivative_sequence_realrooted	rr_strict_interl_affine_derivative_sequence_realrooted	4	3	tactic_reference	migrate_with_tactic_owner	Tactic
rr_prec_affine_derivative_sequence_realrooted_named	rr_strict_interl_affine_derivative_sequence_realrooted_named	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_prec_affine_derivative_strong	rr_strict_interl_affine_derivative_strong	3	2	tactic_reference	migrate_with_tactic_owner	Tactic
rr_prec_affine_derivative_strong_named	rr_strict_interl_affine_derivative_strong_named	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_prec_C_mul_both	rr_strict_interl_C_mul_both	7	2	tactic_reference	migrate_with_tactic_owner	Tactic
rr_prec_C_mul_both_auto	rr_strict_interl_C_mul_both_auto	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_prec_C_mul_both_named	rr_strict_interl_C_mul_both_named	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_prec_C_mul_both_sequence	rr_strict_interl_C_mul_both_sequence	8	4	tactic_reference	migrate_with_tactic_owner	Tactic
rr_prec_C_mul_both_sequence_auto	rr_strict_interl_C_mul_both_sequence_auto	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_prec_C_mul_both_sequence_named	rr_strict_interl_C_mul_both_sequence_named	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_prec_C_mul_left	rr_strict_interl_C_mul_left	6	2	tactic_reference	migrate_with_tactic_owner	Tactic
rr_prec_C_mul_left_auto	rr_strict_interl_C_mul_left_auto	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
rr_prec_C_mul_left_named	rr_strict_interl_C_mul_left_named	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
